IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2008,false,,,,,,,,,,,,,4,,,,,,4,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AMR,Americas,Country,MEX,Mexico,Year,2008,false,,,,,,,,,,,,,4.1,,,,,,4.1,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2008,false,,,,,,,,,,,,,4.3,,,,,,4.3,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2008,false,,,,,,,,,,,,,4.5,,,,,,4.5,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AMR,Americas,Country,PAN,Panama,Year,2008,false,,,,,,,,,,,,,5.2,,,,,,5.2,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AMR,Americas,Country,BRA,Brazil,Year,2008,false,,,,,,,,,,,,,5.6,,,,,,5.6,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2008,false,,,,,,,,,,,,,6.7,,,,,,6.7,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2008,true,,,,,,,,,,,,,66.3,,,,,,66.3,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2008,false,,,,,,,,,,,,,69.1,,,,,,69.1,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2008,false,,,,,,,,,,,,,7.5,,,,,,7.5,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AMR,Americas,Country,PER,Peru,Year,2008,false,,,,,,,,,,,,,9,,,,,,9,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,CYP,Cyprus,Year,2007,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2007,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,DNK,Denmark,Year,2007,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,FIN,Finland,Year,2007,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,FRA,France,Year,2007,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2007,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,HUN,Hungary,Year,2007,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,ISL,Iceland,Year,2007,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,IRL,Ireland,Year,2007,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2007,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2007,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,POL,Poland,Year,2007,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2007,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2007,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,BLR,Belarus,Year,2007,false,,,,,,,,,,,,,0.1,,,,,,0.1,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2007,false,,,,,,,,,,,,,0.1,,,,,,0.1,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2007,false,,,,,,,,,,,,,0.1,,,,,,0.1,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,UKR,Ukraine,Year,2007,false,,,,,,,,,,,,,0.1,,,,,,0.1,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,BEL,Belgium,Year,2007,false,,,,,,,,,,,,,0.2,,,,,,0.2,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AMR,Americas,Country,CAN,Canada,Year,2007,false,,,,,,,,,,,,,0.2,,,,,,0.2,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,NOR,Norway,Year,2007,false,,,,,,,,,,,,,0.2,,,,,,0.2,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,PRT,Portugal,Year,2007,false,,,,,,,,,,,,,0.2,,,,,,0.2,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,SVK,Slovakia,Year,2007,false,,,,,,,,,,,,,0.2,,,,,,0.2,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2007,false,,,,,,,,,,,,,0.2,,,,,,0.2,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2007,false,,,,,,,,,,,,,0.3,,,,,,0.3,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2007,false,,,,,,,,,,,,,0.3,,,,,,0.3,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AMR,Americas,Country,URY,Uruguay,Year,2007,false,,,,,,,,,,,,,0.3,,,,,,0.3,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,MNE,Montenegro,Year,2007,false,,,,,,,,,,,,,0.4,,,,,,0.4,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,SRB,Serbia,Year,2007,false,,,,,,,,,,,,,0.4,,,,,,0.4,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2007,false,,,,,,,,,,,,,0.4,,,,,,0.4,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2007,false,,,,,,,,,,,,,0.5,,,,,,0.5,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,EST,Estonia,Year,2007,false,,,,,,,,,,,,,0.5,,,,,,0.5,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,GRC,Greece,Year,2007,false,,,,,,,,,,,,,0.5,,,,,,0.5,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,ISR,Israel,Year,2007,false,,,,,,,,,,,,,0.5,,,,,,0.5,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,LVA,Latvia,Year,2007,false,,,,,,,,,,,,,0.5,,,,,,0.5,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2007,false,,,,,,,,,,,,,0.5,,,,,,0.5,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,MLT,Malta,Year,2007,false,,,,,,,,,,,,,0.5,,,,,,0.5,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,SWE,Sweden,Year,2007,false,,,,,,,,,,,,,0.5,,,,,,0.5,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,ITA,Italy,Year,2007,false,,,,,,,,,,,,,0.7,,,,,,0.7,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AMR,Americas,Country,USA,United States of America,Year,2007,false,,,,,,,,,,,,,1,,,,,,1,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2007,false,,,,,,,,,,,,,1.1,,,,,,1.1,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2007,false,,,,,,,,,,,,,1.2,,,,,,1.2,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2007,false,,,,,,,,,,,,,1.3,,,,,,1.3,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,TUR,Turkey,Year,2007,false,,,,,,,,,,,,,1.4,,,,,,1.4,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2007,false,,,,,,,,,,,,,1.7,,,,,,1.7,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2007,false,,,,,,,,,,,,,1.7,,,,,,1.7,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2007,false,,,,,,,,,,,,,10.4,,,,,,10.4,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AMR,Americas,Country,PER,Peru,Year,2007,false,,,,,,,,,,,,,11,,,,,,11,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,GEO,Georgia,Year,2007,false,,,,,,,,,,,,,11.8,,,,,,11.8,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2007,false,,,,,,,,,,,,,12.4,,,,,,12.4,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2007,false,,,,,,,,,,,,,13.2,,,,,,13.2,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AMR,Americas,Country,HND,Honduras,Year,2007,false,,,,,,,,,,,,,17.2,,,,,,17.2,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2007,false,,,,,,,,,,,,,2.8,,,,,,2.8,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2007,false,,,,,,,,,,,,,2.9,,,,,,2.9,,"World Development Indicators database, World Bank: Estimated from unit-record income data. Urban only. PPP is regression based.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2007,false,,,,,,,,,,,,,22.4,,,,,,22.4,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data. National estimate is based on aggregation of rural and urban distributions. See PovcalNet (http://iresearch.worldbank.org/PovcalNet) for separate rural and urban estimates.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2007,false,,,,,,,,,,,,,27,,,,,,27,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AFR,Africa,Country,CMR,Cameroon,Year,2007,false,,,,,,,,,,,,,29.3,,,,,,29.3,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2007,false,,,,,,,,,,,,,4.3,,,,,,4.3,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2007,false,,,,,,,,,,,,,4.5,,,,,,4.5,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2007,false,,,,,,,,,,,,,47,,,,,,47,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2007,false,,,,,,,,,,,,,5.7,,,,,,5.7,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AFR,Africa,Country,GIN,Guinea,Year,2007,false,,,,,,,,,,,,,59.7,,,,,,59.7,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2007,false,,,,,,,,,,,,,59.9,,,,,,59.9,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AMR,Americas,Country,BRA,Brazil,Year,2007,false,,,,,,,,,,,,,6.8,,,,,,6.8,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AFR,Africa,Country,LBR,Liberia,Year,2007,false,,,,,,,,,,,,,68.6,,,,,,68.6,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AMR,Americas,Country,PAN,Panama,Year,2007,false,,,,,,,,,,,,,7.8,,,,,,7.8,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2007,false,,,,,,,,,,,,,7.8,,,,,,7.8,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AFR,Africa,Country,NER,Niger,Year,2007,false,,,,,,,,,,,,,72,,,,,,72,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2007,false,,,,,,,,,,,,,8,,,,,,8,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2007,true,,,,,,,,,,,,,8.1,,,,,,8.1,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2007,false,,,,,,,,,,,,,8.5,,,,,,8.5,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2007,false,,,,,,,,,,,,,9.9,,,,,,9.9,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2006,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,CYP,Cyprus,Year,2006,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2006,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,FIN,Finland,Year,2006,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,FRA,France,Year,2006,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2006,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2006,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2006,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,POL,Poland,Year,2006,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record consumption data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,PRT,Portugal,Year,2006,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2006,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2006,false,,,,,,,,,,,,,0,,,,,,0,,"World Development Indicators database, World Bank: Estimated from unit-record income data.",EN,2019-08-20T04:00:00.000Z
